age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,weekday,is_weekend
55,management,married,tertiary,no,540,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
42,services,single,secondary,no,2628,yes,no,cellular,19,11,0,-1,0,unknown,0,2,False
39,management,married,tertiary,no,622,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
31,technician,married,secondary,no,2420,yes,no,cellular,19,11,0,-1,0,unknown,0,2,False
51,entrepreneur,married,tertiary,no,3,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
59,retired,married,primary,no,741,no,no,cellular,19,11,1,152,2,failure,0,2,False
32,services,married,secondary,no,264,yes,yes,cellular,19,11,0,-1,0,unknown,1,2,False
48,housemaid,divorced,secondary,no,57,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
47,blue-collar,married,secondary,no,310,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
30,admin.,married,secondary,no,2074,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
50,management,divorced,secondary,no,2,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
44,blue-collar,married,primary,no,612,yes,yes,cellular,19,11,0,-1,0,unknown,0,2,False
30,technician,married,secondary,no,2278,no,yes,telephone,19,11,0,-1,0,unknown,0,2,False
53,technician,married,secondary,no,2052,yes,no,cellular,19,11,0,-1,0,unknown,0,2,False
46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,11,0,189,8,failure,0,2,False
33,management,single,tertiary,no,1998,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
59,management,married,tertiary,no,1881,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
32,self-employed,single,tertiary,no,1249,yes,no,cellular,19,11,0,-1,0,unknown,1,2,False
57,management,married,tertiary,no,1172,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
31,self-employed,single,secondary,no,203,no,yes,cellular,19,11,0,-1,0,unknown,0,2,False
47,admin.,married,secondary,no,2524,yes,no,cellular,19,11,0,-1,0,unknown,0,2,False
33,housemaid,married,primary,no,2293,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
48,management,married,secondary,no,0,no,no,cellular,19,11,3,-1,0,unknown,0,2,False
30,admin.,single,secondary,no,0,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
52,self-employed,divorced,secondary,no,1291,yes,no,cellular,19,11,0,169,2,failure,0,2,False
41,management,married,tertiary,no,-608,yes,no,cellular,19,11,5,-1,0,unknown,0,2,False
34,admin.,married,secondary,no,131,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
29,blue-collar,married,secondary,no,659,no,no,telephone,19,11,0,-1,0,unknown,0,2,False
47,management,single,tertiary,no,0,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
33,unemployed,married,secondary,yes,-108,yes,yes,cellular,19,11,2,-1,0,unknown,0,2,False
37,technician,married,secondary,no,332,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
54,unemployed,married,tertiary,no,1180,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
41,blue-collar,married,secondary,no,1449,yes,no,cellular,19,11,0,-1,0,unknown,0,2,False
32,technician,single,tertiary,no,550,no,no,cellular,19,11,0,-1,0,unknown,1,2,False
35,admin.,married,secondary,no,3187,yes,no,cellular,19,11,1,183,1,failure,0,2,False
32,services,single,primary,no,-56,no,yes,cellular,19,11,0,-1,0,unknown,0,2,False
46,technician,married,secondary,no,0,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
59,management,married,primary,no,2769,yes,no,cellular,19,11,0,131,2,failure,0,2,False
52,management,married,tertiary,no,40,no,no,cellular,19,11,2,-1,0,unknown,1,2,False
33,admin.,married,secondary,no,2780,no,no,cellular,19,11,0,-1,0,unknown,1,2,False
41,management,married,tertiary,no,217,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
56,services,married,primary,no,444,yes,no,cellular,19,11,0,166,1,failure,0,2,False
51,unemployed,married,secondary,no,2439,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
36,unemployed,single,tertiary,no,536,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
42,management,single,tertiary,no,515,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
52,services,divorced,secondary,no,3204,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
56,self-employed,married,tertiary,yes,0,no,no,cellular,19,11,0,-1,0,unknown,0,2,False
48,self-employed,married,secondary,no,1175,yes,yes,cellular,19,11,0,-1,0,unknown,0,2,False
40,admin.,married,secondary,no,67,no,yes,cellular,19,11,1,152,5,failure,0,2,False
36,admin.,single,tertiary,no,2622,no,no,cellular,19,11,0,127,5,failure,0,2,False
50,management,married,secondary,no,2910,no,no,telephone,19,11,0,113,1,failure,0,2,False
38,blue-collar,married,primary,no,2240,yes,no,cellular,19,11,0,183,1,failure,0,2,False
47,blue-collar,divorced,primary,no,551,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
32,technician,single,tertiary,yes,0,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
41,technician,single,secondary,no,2004,yes,no,cellular,19,11,0,-1,0,unknown,0,2,False
32,admin.,married,secondary,no,269,yes,no,cellular,19,11,0,-1,0,unknown,0,2,False
52,admin.,married,primary,no,2390,no,yes,cellular,19,11,1,-1,0,unknown,0,2,False
31,admin.,divorced,tertiary,no,-2,yes,no,cellular,19,11,0,-1,0,unknown,0,2,False
53,self-employed,married,tertiary,no,2580,yes,no,cellular,19,11,4,-1,0,unknown,0,2,False
34,admin.,married,tertiary,no,899,yes,no,telephone,19,11,2,7,4,success,0,2,False
44,management,single,tertiary,no,709,yes,no,cellular,19,11,0,-1,0,unknown,0,2,False
50,admin.,married,secondary,no,167,no,yes,cellular,19,11,0,133,1,failure,0,2,False
35,technician,married,secondary,no,0,yes,no,cellular,19,11,3,-1,0,unknown,1,2,False
54,technician,divorced,tertiary,no,2272,yes,no,telephone,19,11,0,189,1,failure,0,2,False
56,admin.,divorced,secondary,no,-429,no,yes,cellular,19,11,1,119,4,failure,0,2,False
56,admin.,married,secondary,no,0,yes,no,telephone,19,11,1,-1,0,unknown,0,2,False
40,technician,married,tertiary,no,1759,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
32,management,married,tertiary,no,913,yes,no,cellular,19,11,2,-1,0,unknown,0,2,False
33,admin.,divorced,secondary,no,1762,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
36,admin.,married,secondary,no,1207,yes,no,cellular,19,11,1,-1,0,unknown,1,2,False
36,entrepreneur,married,secondary,no,227,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
31,self-employed,single,tertiary,no,3361,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
32,management,single,tertiary,no,2515,no,yes,cellular,19,11,1,-1,0,unknown,0,2,False
53,blue-collar,single,secondary,no,2430,yes,yes,cellular,19,11,1,145,3,failure,0,2,False
33,technician,married,secondary,no,0,yes,yes,cellular,19,11,1,-1,0,unknown,0,2,False
40,housemaid,married,secondary,no,0,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
37,services,married,primary,yes,-483,yes,yes,cellular,19,11,2,-1,0,unknown,0,2,False
48,management,married,tertiary,no,879,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
31,student,single,tertiary,no,2144,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,11,2,-1,0,unknown,0,2,False
49,unemployed,married,primary,no,126,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
35,management,married,tertiary,no,376,no,no,cellular,19,11,3,-1,0,unknown,0,2,False
30,blue-collar,married,secondary,no,913,yes,yes,cellular,19,11,1,-1,0,unknown,0,2,False
30,blue-collar,married,secondary,no,631,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
40,admin.,single,secondary,no,664,no,no,cellular,19,11,1,121,2,success,0,2,False
32,technician,married,tertiary,no,0,yes,no,cellular,19,11,3,-1,0,unknown,0,2,False
43,admin.,married,secondary,no,388,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
50,management,married,tertiary,no,-470,yes,no,cellular,19,11,1,160,1,failure,0,2,False
50,management,married,tertiary,no,1597,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
30,management,married,tertiary,no,2451,yes,no,cellular,19,11,1,175,1,failure,0,2,False
58,retired,divorced,primary,no,2538,yes,no,cellular,19,11,1,111,6,failure,1,2,False
33,admin.,married,secondary,no,581,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
44,unemployed,married,secondary,no,1543,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
43,self-employed,divorced,secondary,no,347,no,no,cellular,19,11,2,-1,0,unknown,1,2,False
32,technician,married,secondary,no,1119,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
54,retired,married,secondary,no,2626,no,no,cellular,19,11,1,190,2,failure,0,2,False
35,management,single,tertiary,no,1902,no,no,cellular,19,11,4,-1,0,unknown,0,2,False
53,management,married,tertiary,no,1014,no,yes,cellular,19,11,1,-1,0,unknown,0,2,False
46,services,divorced,secondary,no,15,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
56,technician,single,secondary,no,751,yes,no,cellular,19,11,4,-1,0,unknown,0,2,False
31,student,single,secondary,no,93,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
42,management,divorced,tertiary,no,16,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
39,self-employed,divorced,tertiary,no,155,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
40,blue-collar,married,secondary,no,0,yes,yes,cellular,19,11,1,-1,0,unknown,0,2,False
39,management,single,tertiary,no,633,no,no,cellular,19,11,1,133,3,failure,0,2,False
42,services,single,secondary,no,838,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
39,management,married,primary,no,548,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
54,entrepreneur,married,primary,no,1956,no,no,cellular,19,11,4,-1,0,unknown,0,2,False
52,admin.,married,secondary,no,1648,yes,no,cellular,19,11,2,-1,0,unknown,0,2,False
42,technician,single,secondary,no,2036,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
50,blue-collar,married,tertiary,no,1784,no,no,cellular,19,11,2,160,1,failure,0,2,False
43,admin.,single,secondary,no,733,yes,no,cellular,19,11,2,-1,0,unknown,1,2,False
59,retired,divorced,secondary,no,21,yes,no,telephone,19,11,1,-1,0,unknown,0,2,False
39,management,divorced,tertiary,no,1315,yes,no,cellular,19,11,3,126,1,failure,0,2,False
54,management,married,tertiary,no,0,no,yes,cellular,19,11,2,-1,0,unknown,0,2,False
37,admin.,married,secondary,no,497,yes,no,telephone,19,11,1,-1,0,unknown,0,2,False
33,management,single,tertiary,no,923,yes,no,cellular,19,11,2,173,6,failure,0,2,False
55,entrepreneur,divorced,tertiary,no,372,yes,no,cellular,19,11,4,-1,0,unknown,0,2,False
46,management,married,tertiary,no,1388,no,no,cellular,19,11,4,-1,0,unknown,0,2,False
56,entrepreneur,married,secondary,no,196,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
59,entrepreneur,married,primary,no,0,no,no,telephone,19,11,1,153,1,failure,0,2,False
56,management,divorced,tertiary,no,382,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
53,management,married,tertiary,no,2578,no,no,cellular,19,11,3,107,2,failure,0,2,False
37,management,married,secondary,no,510,yes,no,cellular,19,11,1,90,6,failure,0,2,False
54,self-employed,married,primary,no,277,yes,no,cellular,19,11,4,170,3,failure,0,2,False
36,blue-collar,married,secondary,no,0,yes,no,telephone,19,11,1,-1,0,unknown,0,2,False
32,blue-collar,married,secondary,no,0,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
35,self-employed,single,secondary,no,951,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
32,admin.,single,secondary,no,375,yes,no,cellular,19,11,2,-1,0,unknown,0,2,False
57,unemployed,married,secondary,no,839,no,no,telephone,19,11,1,-1,0,unknown,0,2,False
32,management,single,tertiary,no,586,yes,no,cellular,19,11,3,-1,0,unknown,0,2,False
34,services,married,secondary,no,2048,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
33,admin.,single,secondary,no,0,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
32,services,single,secondary,no,80,yes,no,telephone,19,11,1,-1,0,unknown,0,2,False
31,services,married,secondary,no,395,no,no,telephone,19,11,2,117,3,failure,0,2,False
50,self-employed,single,secondary,no,0,yes,no,telephone,19,11,1,-1,0,unknown,0,2,False
37,blue-collar,single,secondary,no,0,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
45,unemployed,married,tertiary,no,1148,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
33,management,married,tertiary,no,621,no,no,cellular,19,11,2,99,5,failure,0,2,False
31,services,married,secondary,no,283,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
31,self-employed,single,tertiary,no,217,no,no,cellular,19,11,3,-1,0,unknown,0,2,False
33,blue-collar,married,secondary,no,0,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
42,admin.,married,secondary,no,529,yes,yes,cellular,19,11,2,-1,0,unknown,0,2,False
54,management,married,tertiary,no,0,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
31,services,married,secondary,no,1020,yes,no,cellular,19,11,5,-1,0,unknown,0,2,False
32,unemployed,married,secondary,no,0,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
33,management,married,tertiary,no,516,yes,no,cellular,19,11,3,-1,0,unknown,0,2,False
41,self-employed,married,secondary,no,3123,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
30,unemployed,married,secondary,yes,19,no,no,cellular,19,11,4,-1,0,unknown,0,2,False
40,management,married,tertiary,no,3352,yes,no,cellular,19,11,1,27,1,success,1,2,False
35,management,married,tertiary,no,552,yes,yes,cellular,19,11,1,124,1,failure,0,2,False
36,technician,married,secondary,no,72,yes,no,cellular,19,11,2,-1,0,unknown,0,2,False
35,unemployed,married,secondary,no,759,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
30,technician,single,secondary,no,1416,no,no,telephone,19,11,1,-1,0,unknown,0,2,False
49,management,married,secondary,no,0,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
49,management,married,tertiary,no,0,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
35,services,married,primary,no,31,no,yes,cellular,19,11,2,133,3,failure,0,2,False
56,admin.,married,tertiary,no,1933,no,no,telephone,19,11,1,-1,0,unknown,0,2,False
32,blue-collar,married,secondary,no,254,yes,no,cellular,19,11,2,-1,0,unknown,1,2,False
30,self-employed,single,tertiary,no,189,no,no,cellular,19,11,3,-1,0,unknown,0,2,False
30,management,single,tertiary,no,508,no,yes,cellular,19,11,3,-1,0,unknown,0,2,False
31,management,married,tertiary,no,35,yes,yes,cellular,19,11,1,-1,0,unknown,0,2,False
32,management,single,tertiary,no,509,no,yes,cellular,19,11,1,-1,0,unknown,0,2,False
30,technician,single,secondary,no,383,yes,yes,cellular,19,11,2,-1,0,unknown,0,2,False
36,services,married,tertiary,no,45,no,no,cellular,19,11,2,-1,0,unknown,0,2,False
44,management,married,tertiary,no,-367,yes,yes,cellular,19,11,4,-1,0,unknown,0,2,False
33,admin.,married,secondary,no,353,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
49,technician,married,secondary,no,0,yes,no,cellular,19,11,1,-1,0,unknown,0,2,False
44,blue-collar,single,primary,no,1593,yes,no,cellular,19,11,1,174,3,success,0,2,False
45,technician,single,secondary,no,792,no,no,cellular,19,11,4,-1,0,unknown,0,2,False
56,management,married,tertiary,no,0,no,no,cellular,19,11,1,-1,0,unknown,0,2,False
51,entrepreneur,married,tertiary,no,3188,yes,yes,cellular,19,11,2,-1,0,unknown,0,2,False
53,admin.,married,secondary,no,2924,no,no,cellular,19,11,5,-1,0,unknown,0,2,False
41,technician,single,tertiary,no,0,yes,no,cellular,19,11,5,-1,0,unknown,0,2,False
40,entrepreneur,married,secondary,no,1349,no,no,cellular,20,11,2,-1,0,unknown,0,3,False
38,self-employed,divorced,secondary,yes,2,no,no,cellular,20,11,1,-1,0,unknown,0,3,False
54,admin.,divorced,secondary,no,459,no,yes,telephone,20,11,2,-1,0,unknown,0,3,False
55,entrepreneur,married,tertiary,no,625,no,no,telephone,20,11,1,147,4,failure,0,3,False
52,management,divorced,tertiary,no,427,no,yes,telephone,20,11,2,-1,0,unknown,0,3,False
52,management,single,tertiary,no,638,yes,yes,cellular,20,11,1,-1,0,unknown,0,3,False
32,blue-collar,single,primary,no,1959,no,no,cellular,20,11,2,-1,0,unknown,0,3,False
38,entrepreneur,married,tertiary,no,898,yes,no,cellular,20,11,4,198,2,failure,0,3,False
33,services,married,secondary,no,1631,yes,no,cellular,20,11,5,-1,0,unknown,0,3,False
35,management,married,tertiary,no,867,yes,no,cellular,20,11,1,171,3,success,0,3,False
56,management,married,tertiary,no,412,no,no,telephone,20,11,5,-1,0,unknown,0,3,False
31,management,married,tertiary,no,1224,yes,yes,cellular,20,11,1,119,2,success,0,3,False
51,management,divorced,tertiary,no,2011,yes,no,cellular,20,11,2,-1,0,unknown,0,3,False
40,blue-collar,married,secondary,no,1039,yes,no,cellular,20,11,1,-1,0,unknown,0,3,False
43,self-employed,single,primary,no,1337,yes,yes,cellular,20,11,1,-1,0,unknown,0,3,False
41,blue-collar,divorced,secondary,no,927,yes,no,cellular,20,11,1,-1,0,unknown,0,3,False
45,technician,married,secondary,no,2128,no,yes,cellular,20,11,2,-1,0,unknown,0,3,False
35,management,married,primary,no,-326,yes,yes,cellular,20,11,1,-1,0,unknown,0,3,False
32,services,married,secondary,no,387,yes,no,cellular,20,11,1,-1,0,unknown,0,3,False
41,blue-collar,single,secondary,no,495,yes,no,cellular,20,11,1,-1,0,unknown,0,3,False
44,technician,married,tertiary,no,0,yes,yes,cellular,20,11,5,191,2,failure,0,3,False
30,technician,divorced,secondary,no,3100,yes,no,cellular,20,11,0,183,4,failure,0,3,False
57,unemployed,divorced,secondary,no,3,no,no,cellular,20,11,2,-1,0,unknown,0,3,False
31,blue-collar,married,primary,no,347,no,no,telephone,20,11,0,-1,0,unknown,0,3,False
44,housemaid,single,secondary,no,299,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
31,management,married,secondary,no,625,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
31,services,single,tertiary,no,461,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
32,technician,married,secondary,no,344,yes,no,cellular,20,11,0,197,1,failure,0,3,False
33,services,married,secondary,no,293,yes,no,cellular,20,11,2,-1,0,unknown,0,3,False
30,student,single,secondary,no,809,no,no,cellular,20,11,4,171,2,failure,0,3,False
33,admin.,single,secondary,yes,-266,no,yes,cellular,20,11,0,-1,0,unknown,0,3,False
34,management,divorced,tertiary,no,582,no,no,cellular,20,11,2,-1,0,unknown,0,3,False
36,blue-collar,married,secondary,no,2426,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
31,admin.,married,secondary,no,713,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
44,blue-collar,married,primary,no,1766,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
35,management,divorced,tertiary,no,146,no,no,cellular,20,11,1,106,2,success,0,3,False
49,self-employed,divorced,secondary,no,-478,yes,yes,cellular,20,11,0,-1,0,unknown,0,3,False
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,11,0,-1,0,unknown,1,3,False
34,admin.,single,secondary,no,296,no,no,cellular,20,11,0,136,4,failure,0,3,False
37,management,married,secondary,no,66,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
35,management,married,tertiary,no,787,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
34,management,married,tertiary,no,179,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
35,technician,married,secondary,no,0,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
39,services,married,secondary,no,3294,no,yes,cellular,20,11,0,-1,0,unknown,0,3,False
53,entrepreneur,married,primary,no,7,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
34,management,single,tertiary,no,673,yes,yes,cellular,20,11,0,184,1,failure,0,3,False
34,blue-collar,single,secondary,no,3043,yes,yes,cellular,20,11,0,-1,0,unknown,1,3,False
33,technician,single,secondary,no,247,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
34,entrepreneur,married,tertiary,no,368,no,yes,cellular,20,11,3,-1,0,unknown,0,3,False
35,management,married,primary,no,3369,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
41,blue-collar,married,primary,no,2562,yes,no,cellular,20,11,0,189,4,failure,0,3,False
49,management,married,tertiary,no,852,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
41,management,single,tertiary,no,195,no,no,cellular,20,11,0,167,2,failure,0,3,False
40,services,single,secondary,no,1547,yes,no,cellular,20,11,0,-1,0,unknown,1,3,False
51,admin.,married,secondary,no,684,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
37,management,single,tertiary,no,2875,no,no,cellular,20,11,1,-1,0,unknown,0,3,False
38,technician,married,secondary,no,1448,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
59,retired,married,secondary,no,667,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
59,management,divorced,secondary,no,1175,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
32,blue-collar,single,primary,no,1426,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
31,technician,married,secondary,no,1263,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
34,technician,married,secondary,no,210,yes,yes,cellular,20,11,0,-1,0,unknown,0,3,False
37,technician,married,secondary,no,523,yes,no,cellular,20,11,3,-1,0,unknown,0,3,False
34,entrepreneur,married,secondary,no,3119,yes,no,cellular,20,11,0,183,4,failure,0,3,False
44,admin.,single,secondary,no,11,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
36,blue-collar,married,secondary,no,270,yes,yes,cellular,20,11,1,-1,0,unknown,0,3,False
35,self-employed,single,tertiary,no,935,yes,no,cellular,20,11,0,176,2,failure,0,3,False
34,admin.,married,secondary,no,3185,yes,no,cellular,20,11,0,191,1,failure,0,3,False
37,services,married,secondary,no,692,yes,no,telephone,20,11,0,-1,0,unknown,0,3,False
52,management,married,tertiary,no,2708,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
31,services,single,secondary,no,481,yes,no,cellular,20,11,1,183,2,failure,0,3,False
42,management,married,tertiary,no,0,no,no,cellular,20,11,1,-1,0,unknown,0,3,False
51,blue-collar,married,tertiary,no,2404,yes,no,telephone,20,11,0,-1,0,unknown,0,3,False
31,blue-collar,married,secondary,no,3364,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
32,services,single,tertiary,no,945,no,no,cellular,20,11,0,-1,0,unknown,1,3,False
39,blue-collar,married,secondary,no,660,yes,yes,cellular,20,11,0,185,2,failure,0,3,False
47,admin.,single,primary,no,683,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
36,self-employed,single,secondary,no,1295,no,no,cellular,20,11,0,-1,0,unknown,1,3,False
35,management,single,tertiary,no,1379,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
34,self-employed,single,tertiary,no,6,no,no,cellular,20,11,1,-1,0,unknown,0,3,False
52,management,married,primary,yes,57,yes,yes,cellular,20,11,0,196,1,failure,0,3,False
43,admin.,married,tertiary,no,1998,yes,no,cellular,20,11,3,-1,0,unknown,0,3,False
42,blue-collar,married,secondary,no,3,yes,no,telephone,20,11,0,190,1,failure,0,3,False
40,housemaid,divorced,secondary,no,1194,yes,no,cellular,20,11,1,-1,0,unknown,0,3,False
33,blue-collar,married,primary,no,0,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
40,technician,single,secondary,no,572,no,no,cellular,20,11,0,91,2,failure,0,3,False
33,technician,married,secondary,no,3071,yes,yes,cellular,20,11,1,122,1,failure,0,3,False
41,blue-collar,married,secondary,no,2913,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
32,blue-collar,married,primary,no,187,no,no,cellular,20,11,0,134,1,failure,0,3,False
35,blue-collar,married,tertiary,no,199,yes,yes,cellular,20,11,0,-1,0,unknown,0,3,False
38,admin.,married,secondary,no,76,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
47,self-employed,married,primary,no,574,yes,no,cellular,20,11,4,-1,0,unknown,0,3,False
51,housemaid,married,secondary,no,294,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
31,management,married,secondary,no,1064,no,no,telephone,20,11,0,-1,0,unknown,0,3,False
33,admin.,married,secondary,no,7,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
40,management,married,tertiary,no,542,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
45,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,20,11,0,-1,0,unknown,0,3,False
35,management,divorced,tertiary,no,141,no,yes,cellular,20,11,0,-1,0,unknown,1,3,False
33,blue-collar,married,secondary,no,1402,no,no,cellular,20,11,4,-1,0,unknown,0,3,False
32,blue-collar,married,primary,no,2085,yes,yes,cellular,20,11,0,185,3,failure,0,3,False
35,blue-collar,single,secondary,no,142,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
54,self-employed,married,primary,no,2132,no,yes,cellular,20,11,0,-1,0,unknown,0,3,False
41,management,married,tertiary,no,-195,no,yes,cellular,20,11,0,-1,0,unknown,0,3,False
39,technician,single,secondary,no,1104,no,no,cellular,20,11,1,105,2,success,0,3,False
39,services,divorced,secondary,no,892,yes,no,cellular,20,11,0,171,1,failure,0,3,False
55,self-employed,married,secondary,no,2408,no,no,telephone,20,11,0,-1,0,unknown,0,3,False
59,retired,married,secondary,no,11,no,no,cellular,20,11,1,-1,0,unknown,0,3,False
55,management,married,tertiary,no,1161,yes,no,cellular,20,11,5,-1,0,unknown,0,3,False
50,blue-collar,divorced,primary,no,1545,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
51,technician,married,secondary,no,500,yes,no,cellular,20,11,5,-1,0,unknown,0,3,False
34,management,married,primary,no,2200,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
33,management,married,tertiary,no,2098,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
33,student,married,tertiary,no,3214,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
54,management,married,tertiary,no,2960,yes,no,cellular,20,11,0,-1,0,unknown,0,3,False
45,management,married,tertiary,no,96,yes,no,cellular,20,11,0,127,1,failure,0,3,False
40,management,married,primary,no,214,yes,no,cellular,20,11,3,-1,0,unknown,0,3,False
42,entrepreneur,married,secondary,no,0,yes,no,cellular,20,11,3,-1,0,unknown,0,3,False
32,technician,single,secondary,no,137,no,no,cellular,20,11,3,-1,0,unknown,0,3,False
51,blue-collar,married,primary,no,0,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
56,management,married,primary,no,772,yes,no,telephone,20,11,0,-1,0,unknown,0,3,False
31,unemployed,single,primary,no,167,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
32,management,single,tertiary,no,574,yes,no,cellular,20,11,0,127,2,failure,0,3,False
30,services,divorced,secondary,no,341,yes,no,cellular,20,11,0,-1,0,unknown,1,3,False
50,management,married,secondary,no,0,yes,no,cellular,20,11,0,190,1,failure,0,3,False
35,management,married,tertiary,no,1801,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
47,technician,married,secondary,no,1465,yes,no,cellular,20,11,0,190,2,failure,0,3,False
40,entrepreneur,married,tertiary,no,70,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
33,blue-collar,single,secondary,no,2945,no,no,cellular,20,11,0,-1,0,unknown,0,3,False
36,management,married,tertiary,no,2326,yes,no,cellular,20,11,4,-1,0,unknown,0,3,False
46,blue-collar,divorced,secondary,no,931,no,yes,cellular,20,11,1,-1,0,unknown,0,3,False
